age,industry,gender,race,job,timestamp,experience_overall_years,experience_field_years,education
55-64,Engineering or Manufacturing,Woman,White,HR GENERALIST ,4/27/2021 12:00:19,31 - 40 years,31 - 40 years,High School
25-34,Purchasing ,Woman,White,Demand Planner,4/30/2021 12:58:42,2 - 4 years,2 - 4 years,Some college
35-44,Nonprofits,Woman,White,Director of Development and Communications,4/29/2021 15:54:13,11 - 20 years,5-7 years,College degree
25-34,Business or Consulting,Woman,"Asian or Asian American, White",Manager,4/27/2021 19:17:00,5-7 years,5-7 years,Master's degree
25-34,Law,Woman,"Hispanic, Latino, or Spanish origin",Media Attorney,4/28/2021 19:42:35,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)"
35-44,Government and Public Administration,Woman,White,Budget Analyst,4/27/2021 16:13:24,11 - 20 years,11 - 20 years,Master's degree
35-44,Computing or Tech,Woman,White,"Creative Director, UX",4/28/2021 13:49:53,11 - 20 years,11 - 20 years,Master's degree
25-34,Environmental Consulting,Woman,White,Project Manager,5/9/2021 11:59:00,5-7 years,5-7 years,College degree
35-44,Health care,Non-binary,White,Midwife,4/28/2021 9:40:57,21 - 30 years,11 - 20 years,Master's degree
25-34,Government and Public Administration,Woman,White,Program Operations Analyst,4/28/2021 9:18:43,5-7 years,1 year or less,PhD
25-34,Computing or Tech,Woman,White,Senior Software Engineer,5/6/2021 9:17:55,8 - 10 years,8 - 10 years,College degree
25-34,Government and Public Administration,Woman,White,Staff Attorney,4/27/2021 12:49:45,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)"
35-44,Insurance,Woman,White,Information Account Consultant,4/27/2021 13:12:24,11 - 20 years,11 - 20 years,College degree
35-44,Nonprofits,Woman,White,Director,4/29/2021 18:09:19,11 - 20 years,11 - 20 years,Master's degree
25-34,Computing or Tech,Man,White,Software Engineer,4/29/2021 15:35:31,2 - 4 years,2 - 4 years,College degree
25-34,Art & Design,Woman,White,Graphic Designer,4/27/2021 19:11:03,8 - 10 years,5-7 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,senior research analyst ,4/27/2021 15:54:28,11 - 20 years,5-7 years,Master's degree
35-44,Recruitment or HR,Woman,White,"HR Manager, Employee Relations",4/27/2021 17:32:09,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,HR Associate,5/5/2021 21:38:25,2 - 4 years,2 - 4 years,College degree
25-34,Government and Public Administration,Woman,White,Scientific Program Analyst Assistant,4/27/2021 11:13:50,2 - 4 years,2 - 4 years,College degree
25-34,Recruitment or HR,Woman,White,Technical Recruiter,5/3/2021 14:30:03,8 - 10 years,8 - 10 years,College degree
25-34,Education (Higher Education),Man,White,Facilitator,4/28/2021 17:19:22,11 - 20 years,8 - 10 years,College degree
55-64,Social Research,Woman,White,Field Interviewer,11/20/2021 0:25:40,31 - 40 years,2 - 4 years,Master's degree
25-34,"Accounting, Banking & Finance",Woman,"Hispanic, Latino, or Spanish origin, White",Tax Manager,4/27/2021 18:22:35,5-7 years,5-7 years,College degree
35-44,Business or Consulting,Woman,White,Payroll Tax Manager,4/27/2021 11:13:48,11 - 20 years,5-7 years,Master's degree
35-44,Education (Higher Education),Woman,White,Technology Support Technician,4/27/2021 11:20:39,8 - 10 years,5-7 years,College degree
35-44,Health care,Woman,White,Staff Assistant III,6/10/2021 12:12:52,8 - 10 years,8 - 10 years,College degree
35-44,Media & Digital,Woman,White,copy editor,4/27/2021 15:36:51,11 - 20 years,11 - 20 years,College degree
25-34,Sales,Woman,White,Account Executive,4/28/2021 15:10:51,8 - 10 years,5-7 years,College degree
35-44,Computing or Tech,Woman,White,Sr Tech Consultant,4/27/2021 12:31:29,11 - 20 years,8 - 10 years,Master's degree
25-34,Education (Higher Education),Man,White,Resident Director,4/29/2021 13:16:36,2 - 4 years,2 - 4 years,Master's degree
25-34,"Marketing, Advertising & PR",Man,White,Manager of Client Services,4/28/2021 19:23:52,8 - 10 years,2 - 4 years,College degree
25-34,Computing or Tech,Man,White,CTO,5/1/2021 15:57:29,11 - 20 years,11 - 20 years,College degree
25-34,Automotive ,Woman,"Hispanic, Latino, or Spanish origin, White",Program manager,4/28/2021 18:07:24,11 - 20 years,8 - 10 years,College degree
18-24,Education (Primary/Secondary),Woman,White,Teacher,4/28/2021 12:52:05,2 - 4 years,2 - 4 years,College degree
35-44,Engineering or Manufacturing,Man,White,Principal Software Engineer,6/4/2021 13:20:20,11 - 20 years,11 - 20 years,College degree
45-54,Education (Higher Education),Woman,White,Event & Alumni Relations Coordinator,4/30/2021 19:03:19,21 - 30 years,2 - 4 years,College degree
55-64,"Accounting, Banking & Finance",Woman,White,Vice President Credit Card Operations,4/27/2021 12:17:11,21 - 30 years,11 - 20 years,Master's degree
45-54,Computing or Tech,Woman,White,Email Marketing Executive,5/3/2021 15:12:59,21 - 30 years,2 - 4 years,College degree
25-34,Business or Consulting,Woman,White,Consulting Vice President,4/29/2021 22:10:59,5-7 years,5-7 years,College degree
25-34,Government and Public Administration,Woman,White,Librarian,4/28/2021 21:35:59,8 - 10 years,5-7 years,Master's degree
35-44,Government and Public Administration,Woman,White,Marketing Specialist,4/27/2021 12:03:26,21 - 30 years,11 - 20 years,College degree
18-24,Government and Public Administration,Woman,White,Assistant Analyst,4/28/2021 11:02:39,2 - 4 years,2 - 4 years,College degree
25-34,Engineering or Manufacturing,Woman,White,Technical advisor service engineer,5/3/2021 17:33:12,8 - 10 years,8 - 10 years,College degree
35-44,Engineering or Manufacturing,Woman,White,Sr. Human Resources Generalisr,4/29/2021 9:37:05,8 - 10 years,8 - 10 years,Master's degree
35-44,Health care,Woman,White,Regulatory Coordinator,5/8/2021 15:57:42,11 - 20 years,2 - 4 years,College degree
25-34,Government and Public Administration,Woman,White,Research Analyst,4/28/2021 12:00:23,8 - 10 years,5-7 years,Master's degree
25-34,Government and Public Administration,Woman,White,HR Specialist,4/27/2021 12:45:08,8 - 10 years,2 - 4 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,White,Technical Writer ,5/3/2021 16:45:56,8 - 10 years,5-7 years,College degree
45-54,Computing or Tech,Woman,White,Marketing and Sales,4/27/2021 11:45:12,11 - 20 years,11 - 20 years,High School
25-34,Education (Higher Education),Woman,White,Administrative Assistant ,4/27/2021 17:03:29,11 - 20 years,8 - 10 years,College degree
35-44,Media & Digital,Woman,White,Senior Editor II,4/27/2021 13:34:42,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Marketing Coordinator,4/28/2021 22:08:57,8 - 10 years,8 - 10 years,College degree
25-34,Property or Construction,Woman,Native American or Alaska Native,Office Manager,4/28/2021 14:03:28,5-7 years,2 - 4 years,Some college
25-34,"Accounting, Banking & Finance",Woman,White,Audit Senior,5/5/2021 23:30:29,5-7 years,5-7 years,College degree
35-44,Recruitment or HR,Woman,White,HR Manager,4/29/2021 15:19:38,11 - 20 years,11 - 20 years,College degree
45-54,Government relations ,Woman,White,Director of Policy,4/27/2021 15:49:39,21 - 30 years,8 - 10 years,Master's degree
25-34,Government and Public Administration,Woman,White,Supervisory Social Insurance Specialist ,5/1/2021 8:45:13,5-7 years,2 - 4 years,College degree
35-44,Engineering or Manufacturing,Woman,White,Accountant,8/27/2022 12:48:23,21 - 30 years,1 year or less,College degree
35-44,Agriculture/Agriculture Chemical ,Man,White,Senior Financial Analyst ,4/28/2021 12:49:40,8 - 10 years,8 - 10 years,College degree
35-44,Library,Woman,White,Library specialist,4/27/2021 11:31:11,11 - 20 years,8 - 10 years,College degree
45-54,Media & Digital,Woman,"Asian or Asian American, White",Executive Producer ,4/28/2021 22:57:14,21 - 30 years,11 - 20 years,College degree
25-34,Business or Consulting,Woman,Black or African American,Project Manager,4/28/2021 15:47:01,8 - 10 years,2 - 4 years,College degree
25-34,Law,Woman,White,legal assistant,4/29/2021 12:41:30,5-7 years,5-7 years,College degree
25-34,Sales,Woman,Black or African American,sales analyst,4/27/2021 14:06:44,2 - 4 years,2 - 4 years,PhD
45-54,Computing or Tech,Woman,White,Implementation Consultant,4/28/2021 16:47:01,21 - 30 years,2 - 4 years,Master's degree
25-34,"Accounting, Banking & Finance",Woman,White,Senior Software Engineer,4/27/2021 21:01:54,11 - 20 years,11 - 20 years,College degree
55-64,Computing or Tech,Woman,White,Associate Product Manager,4/27/2021 23:48:05,31 - 40 years,31 - 40 years,Master's degree
35-44,Government and Public Administration,Woman,White,Utility Director ,5/5/2021 21:09:28,11 - 20 years,5-7 years,Master's degree
25-34,Computing or Tech,Woman,White,Executive Assistant,4/28/2021 15:05:27,11 - 20 years,8 - 10 years,Master's degree
25-34,Recruitment or HR,Man,White,Email Marketing Manager,5/3/2021 16:41:32,5-7 years,5-7 years,College degree
25-34,"Accounting, Banking & Finance",Man,White,Data Entry,4/28/2021 18:10:21,8 - 10 years,2 - 4 years,College degree
25-34,Health care,Woman,White,Coder/Abstractor,4/27/2021 12:26:22,5-7 years,5-7 years,College degree
25-34,Hospitality & Events,Woman,White,Assistant Manager,1/13/2022 2:35:05,5-7 years,5-7 years,College degree
25-34,Nonprofits,Woman,Asian or Asian American,HR manager,4/28/2021 14:03:18,5-7 years,5-7 years,College degree
35-44,Computing or Tech,Man,White,Client Support,4/27/2021 11:37:33,11 - 20 years,5-7 years,College degree
45-54,Computing or Tech,Woman,Black or African American,Director ,4/27/2021 22:59:57,21 - 30 years,11 - 20 years,Master's degree
35-44,Health care,Woman,White,Neurodiagnostics,4/29/2021 12:29:14,5-7 years,5-7 years,Master's degree
45-54,Health care,Woman,Another option not listed here or prefer not to answer,Project manager ,4/28/2021 18:51:50,8 - 10 years,8 - 10 years,College degree
25-34,Government contracting (data analytics and program evaluations),Woman,White,Consultant,4/27/2021 13:56:01,5-7 years,5-7 years,Master's degree
45-54,Education (Higher Education),Woman,White,Systems Coordinator,4/27/2021 13:15:53,21 - 30 years,21 - 30 years,Master's degree
35-44,Government and Public Administration,Woman,"Hispanic, Latino, or Spanish origin, White",Planner,4/27/2021 11:23:44,8 - 10 years,5-7 years,Master's degree
25-34,Education (Primary/Secondary),Woman,White,Food Service Coordinator,4/27/2021 12:09:13,21 - 30 years,11 - 20 years,College degree
45-54,Health care,Man,White,medical director (psychiatry),5/6/2021 11:12:04,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)"
25-34,Law,Woman,White,eDiscovery Manager,4/27/2021 12:30:23,5-7 years,2 - 4 years,College degree
25-34,Government and Public Administration,Man,White,Research Scientist,5/15/2021 15:18:45,5-7 years,5-7 years,Master's degree
45-54,Computing or Tech,Woman,White,Manager,4/27/2021 13:44:03,21 - 30 years,8 - 10 years,High School
35-44,"Accounting, Banking & Finance",Woman,White,Loan Operations Manager,4/29/2021 6:57:44,11 - 20 years,11 - 20 years,College degree
25-34,Transport or Logistics,Woman,White,Operations Manager,4/27/2021 11:58:44,11 - 20 years,8 - 10 years,Master's degree
35-44,Art & Design,Non-binary,"Hispanic, Latino, or Spanish origin",Graphic designer,4/27/2021 12:46:58,11 - 20 years,11 - 20 years,College degree
25-34,Recruitment or HR,Woman,White,Human Resources Specialist Senior,5/5/2021 16:47:36,5-7 years,5-7 years,PhD
35-44,Computing or Tech,Man,Asian or Asian American,Engineering Manager,4/27/2021 11:10:10,11 - 20 years,11 - 20 years,Some college
25-34,"Marketing, Advertising & PR",Woman,White,Social Media Director,4/28/2021 13:44:13,11 - 20 years,11 - 20 years,College degree
35-44,Health care,Woman,White,Senior Compensation Analyst,4/27/2021 15:37:48,11 - 20 years,8 - 10 years,Master's degree
25-34,Academic publishing,Woman,White,Assistant to the (Press) Director,4/27/2021 12:53:39,2 - 4 years,2 - 4 years,PhD
35-44,Health care,Woman,White,Clinical Research Manager,4/27/2021 16:57:37,11 - 20 years,11 - 20 years,Master's degree
35-44,Education (Higher Education),Woman,White,Coordinator,4/27/2021 12:33:54,11 - 20 years,2 - 4 years,College degree
25-34,Nonprofits,Woman,White,Deputy Director Organizing ,4/28/2021 20:55:35,8 - 10 years,8 - 10 years,College degree
35-44,Pest Control,Woman,White,Financial Analyst,4/28/2021 10:14:59,2 - 4 years,1 year or less,Master's degree
25-34,Libraries,Woman,White,Learning and Engagement Librarian,4/27/2021 11:12:34,8 - 10 years,5-7 years,Master's degree
25-34,Business or Consulting,Woman,White,Head of Operations,4/28/2021 11:14:53,5-7 years,2 - 4 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Marketing coordinator,4/29/2021 13:29:37,2 - 4 years,2 - 4 years,College degree
25-34,Nonprofits,Non-binary,White,Chief Strategy Officer,4/30/2021 23:35:24,11 - 20 years,5-7 years,College degree
25-34,Nonprofits,Woman,White,Digital Communications Strategist,4/27/2021 11:22:27,8 - 10 years,8 - 10 years,College degree
25-34,Health care,Woman,"Asian or Asian American, White",Sr Consultant,4/27/2021 11:40:23,8 - 10 years,8 - 10 years,Master's degree
35-44,Sales,Man,White,Sales Engineering Manager,4/29/2021 8:42:04,11 - 20 years,11 - 20 years,College degree
35-44,Nonprofits,Woman,White,Director of Development,4/28/2021 13:56:38,11 - 20 years,11 - 20 years,Master's degree
25-34,Research,Woman,Black or African American,Clinical Research Assistant ,4/28/2021 18:30:12,2 - 4 years,1 year or less,College degree
35-44,Biotech manufacturing,Woman,White,Senior Technical Specialist,4/27/2021 12:56:32,21 - 30 years,21 - 30 years,College degree
25-34,Education (Higher Education),Woman,White,Academic Advising Coordinator,4/27/2021 12:17:31,5-7 years,2 - 4 years,Master's degree
25-34,"Marketing, Advertising & PR",Woman,White,Content Strategist and Writer,4/27/2021 11:06:18,8 - 10 years,2 - 4 years,Master's degree
35-44,Computing or Tech,Woman,White,Education Systems Development Specialist,4/30/2021 14:07:55,11 - 20 years,11 - 20 years,PhD
35-44,Government and Public Administration,Man,White,Computer System Administrator,4/29/2021 14:18:31,21 - 30 years,21 - 30 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,White,Employee Engagement Manager,4/28/2021 22:49:31,11 - 20 years,5-7 years,Master's degree
25-34,Government and Public Administration,Woman,"Hispanic, Latino, or Spanish origin, White",Attorney,4/28/2021 11:16:18,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)"
45-54,Computing or Tech,Woman,White,Head of strategy,4/27/2021 19:55:25,21 - 30 years,21 - 30 years,College degree
35-44,Engineering or Manufacturing,Woman,White,Project Manager,5/1/2021 20:52:38,11 - 20 years,11 - 20 years,Master's degree
35-44,Government and Public Administration,Man,White,Librarian,4/27/2021 11:19:21,11 - 20 years,11 - 20 years,Master's degree
25-34,Nonprofits,Woman,White,Digital Content Manager,2/17/2022 18:14:38,11 - 20 years,8 - 10 years,Master's degree
25-34,Insurance,Man,White,Benefits Analyst,4/28/2021 21:27:34,5-7 years,5-7 years,College degree
35-44,Education (Higher Education),Woman,White,Senior Systems Analyst,4/27/2021 12:36:24,11 - 20 years,5-7 years,College degree
35-44,Business or Consulting,Woman,White,Senior specialist,4/27/2021 11:39:03,11 - 20 years,11 - 20 years,Master's degree
25-34,Law,Woman,White,Attorney,4/27/2021 11:14:57,11 - 20 years,8 - 10 years,PhD
25-34,"Marketing, Advertising & PR",Woman,"Hispanic, Latino, or Spanish origin, White",Marketing advisor,4/27/2021 11:48:12,5-7 years,2 - 4 years,College degree
25-34,Education (Higher Education),Woman,Black or African American,Ceramics Teaching Assistant,4/27/2021 13:22:12,11 - 20 years,5-7 years,College degree
18-24,Government and Public Administration,Woman,White,International affairs consultant,5/1/2021 20:51:54,5-7 years,2 - 4 years,Master's degree
35-44,Government and Public Administration,Woman,White,Program Officer,4/29/2021 0:02:25,8 - 10 years,8 - 10 years,PhD
35-44,Government and Public Administration,Man,White,Communications director,4/27/2021 16:05:07,11 - 20 years,11 - 20 years,Master's degree
35-44,Nonprofits,Woman,White,Executive Director,4/27/2021 15:24:38,8 - 10 years,1 year or less,PhD
25-34,Nonprofits,Woman,White,Director of Development,5/6/2021 11:35:02,11 - 20 years,11 - 20 years,College degree
35-44,Hospitality & Events,Man,White,Lead Instructional Desinger,10/26/2021 11:24:55,8 - 10 years,11 - 20 years,Master's degree
25-34,"Accounting, Banking & Finance",Woman,Asian or Asian American,Internal Auditor,4/30/2021 15:27:06,2 - 4 years,2 - 4 years,Master's degree
25-34,Nonprofits,Woman,"Hispanic, Latino, or Spanish origin",Data Analyst ,4/28/2021 20:51:38,5-7 years,2 - 4 years,Master's degree
25-34,Education (Higher Education),Woman,White,Academic Advisor,4/27/2021 11:43:00,8 - 10 years,5-7 years,Master's degree
45-54,"Accounting, Banking & Finance",Man,White,Creative Director ,4/27/2021 18:06:06,31 - 40 years,31 - 40 years,Master's degree
35-44,Computing or Tech,Man,White,Software Engineer,4/27/2021 21:58:21,11 - 20 years,11 - 20 years,Master's degree
18-24,Nonprofits,Woman,Black or African American,Senior Research Assistant ,4/28/2021 15:23:58,5-7 years,2 - 4 years,College degree
